timestamp,hand,wrist_x,wrist_y,wrist_z,chin_x,chin_y,chin_z
1764618385.847,0,0.27348843216896057,0.8946314454078674,-3.207728127563314e-07,0.5973212122917175,0.3081602454185486,-0.0325300358235836
1764618386.944,0,0.2936530113220215,0.7423614859580994,7.776653632163288e-08,,,
1764618387.51,0,0.28892165422439575,0.7414972186088562,4.479483095565229e-08,,,
1764618390.231,0,0.30211079120635986,0.8290666341781616,1.4020488769972417e-08,,,
1764618390.797,0,0.7783505916595459,0.9117424488067627,2.4249163743661484e-07,0.5625865459442139,0.32580500841140747,-0.026556555181741714
1764618391.319,0,0.7789879441261292,0.9241472482681274,2.407576289442659e-07,0.5453367829322815,0.3310489356517792,-0.031094297766685486
1764618391.863,0,0.779376745223999,0.9165696501731873,2.668554088813835e-07,0.5565373301506042,0.33860501646995544,-0.026577290147542953
1764618392.399,0,0.7940507531166077,0.927625834941864,3.73843562329057e-07,0.5574134588241577,0.33260077238082886,-0.0389847457408905
1764618393.455,0,0.7910714745521545,0.9166898727416992,3.484759361072065e-07,,,
1764618394.008,0,0.7939498424530029,0.9208682179450989,3.528071204073058e-07,,,
1764618394.579,0,0.7922263741493225,0.918204665184021,3.975279696533107e-07,0.5482954382896423,0.3291366696357727,-0.026610659435391426
1764618395.118,0,0.7867814302444458,0.9130130410194397,3.985557839314424e-07,0.5509999990463257,0.32937490940093994,-0.0316142700612545
1764618395.646,0,0.795890748500824,0.916032075881958,4.074261994446715e-07,0.5537927746772766,0.3059653043746948,-0.040402814745903015
1764618396.188,0,0.8031688332557678,0.915282666683197,4.4474137439465267e-07,0.6132217049598694,0.2976604998111725,-0.04647507146000862
1764618396.723,0,0.22284939885139465,0.879340648651123,-2.5982072315855476e-07,0.6025347709655762,0.29315218329429626,-0.0442117303609848
1764618396.723,1,0.8239569664001465,0.8836939930915833,2.0080538831734884e-07,0.6025347709655762,0.29315218329429626,-0.0442117303609848
1764618397.226,0,0.8098719716072083,0.8927215337753296,2.1793591997720796e-07,0.5894131064414978,0.28011882305145264,-0.04216289892792702
1764618397.741,0,0.8192216753959656,0.8934531211853027,2.460713233176648e-07,0.5666541457176208,0.3617616593837738,-0.0008441422833129764
1764618398.257,0,0.8329111337661743,0.8920156955718994,3.7196249991211516e-07,0.5493261814117432,0.4049972593784332,0.002510528080165386
1764618398.764,0,0.8158817291259766,0.886192798614502,3.7304153011064045e-07,0.5521143078804016,0.4066803753376007,0.005489435978233814
1764618399.275,0,0.7988663911819458,0.8802611231803894,4.274507716672815e-07,0.5541177988052368,0.4053908586502075,0.007243250031024218
1764618399.785,0,0.7950101494789124,0.8795747756958008,4.4511378405331925e-07,0.5473801493644714,0.40554407238960266,-0.0012985592475160956
1764618400.297,0,0.2925909459590912,0.8373379111289978,9.5018526380386e-09,0.5675114393234253,0.40632787346839905,-0.008533941581845284
1764618400.297,1,0.7837720513343811,0.8878693580627441,4.716854675734794e-07,0.5675114393234253,0.40632787346839905,-0.008533941581845284
1764618400.823,0,0.7902708649635315,0.9208681583404541,3.157135495257535e-07,0.5743001699447632,0.39950212836265564,-0.0033557668793946505
1764618400.823,1,0.3031591475009918,0.8917933702468872,-4.508125872604296e-09,0.5743001699447632,0.39950212836265564,-0.0033557668793946505
1764618401.359,0,0.3018861413002014,0.8842024803161621,2.6207503722730507e-08,0.57701176404953,0.4008427858352661,-0.006938235834240913
1764618401.912,0,0.7765923738479614,0.9318994283676147,-1.7809819174985364e-09,0.5784213542938232,0.3976605236530304,-0.0020357093308120966
1764618401.912,1,0.3045620620250702,0.8619231581687927,8.631602810282857e-08,0.5784213542938232,0.3976605236530304,-0.0020357093308120966
1764618402.426,0,0.307829886674881,0.8639533519744873,1.2171175001185475e-07,0.5770158171653748,0.39811545610427856,-0.007152455858886242
1764618402.966,0,0.7802714705467224,0.9273558855056763,-1.9780761917331802e-08,0.5771994590759277,0.39677077531814575,-0.007404141128063202
1764618403.505,0,0.7662234902381897,0.9318273663520813,1.7280929398566514e-07,0.5789295434951782,0.40180882811546326,0.0020367519464343786
1764618403.505,1,0.2985391318798065,0.8526845574378967,-7.19353536737799e-08,0.5789295434951782,0.40180882811546326,0.0020367519464343786
1764618404.008,0,0.26814374327659607,0.8469017148017883,-5.405060932162087e-08,0.5682801008224487,0.4086519479751587,-0.001538304379209876
1764618404.533,0,0.8086402416229248,0.8737198114395142,2.5155557636935555e-07,0.571255624294281,0.40263670682907104,-0.005740554071962833
1764618405.044,0,0.24047476053237915,0.7638725638389587,-1.2645888602946798e-07,0.5709729790687561,0.40110746026039124,-0.009309777989983559
1764618405.044,1,0.8086618781089783,0.8984705209732056,2.3493505807437032e-07,0.5709729790687561,0.40110746026039124,-0.009309777989983559
1764618405.559,0,0.8009233474731445,0.9245508909225464,2.7266031565886806e-07,0.5677018761634827,0.40948423743247986,-0.007265461143106222
1764618406.081,0,0.798454999923706,0.9225834012031555,2.971859203171334e-07,0.566773533821106,0.41430455446243286,0.0025087217800319195
1764618406.081,1,0.7918941378593445,0.928687334060669,3.876693597248959e-07,0.566773533821106,0.41430455446243286,0.0025087217800319195
1764618406.606,0,0.7249327898025513,0.9194595813751221,2.346104821526751e-07,0.5684234499931335,0.41484007239341736,-0.0017733160639181733
1764618406.606,1,0.7146807909011841,0.9261977672576904,3.3083927064581076e-07,0.5684234499931335,0.41484007239341736,-0.0017733160639181733
1764618407.66,0,0.8533489108085632,0.8306148052215576,1.8710852600634098e-07,0.5675489902496338,0.4134291112422943,-0.006248457357287407
1764618407.66,1,0.8715067505836487,0.8210859298706055,4.2551147316771676e-07,0.5675489902496338,0.4134291112422943,-0.006248457357287407
