time,hand_id,middle_x,middle_y,middle_z,chin_x,chin_y,chin_z;;
47.12,0,0.40128353238105774,0.49899378418922424,-0.060531506314873695,0.5297605395317078,0.16788259148597717,-0.023942479863762856;;
47.62,0,0.3978908658027649,0.4535926431417465,-0.06062650866806507,0.5305960774421692,0.1671547293663025,-0.026533938944339752;;
48.126,0,0.6518112421035767,0.46063555777072906,-0.05168955400586128,0.5274924635887146,0.16992942988872528,-0.023547397926449776;;
48.651,0,0.6509735286235809,0.47027094662189484,-0.04683074355125427,0.5246086716651917,0.17490169405937195,-0.021169288083910942;;
49.152,0,0.2778054475784302,0.48786698281764984,-0.0472573135048151,0.5304355025291443,0.17765381932258606,-0.021841151639819145;;
49.679,0,0.3659937381744385,0.5390515029430389,-0.039475684985518456,0.5327402949333191,0.1721057891845703,-0.024436315521597862;;
50.213,0,0.39498062431812286,0.48434586822986603,-0.06096397712826729,0.5351728796958923,0.1700931191444397,-0.025010474026203156;;
50.75,0,0.3754580616950989,0.46469323337078094,-0.06156800873577595,0.5313675403594971,0.17274460196495056,-0.022818196564912796;;
51.29,0,0.3556663990020752,0.505283921957016,-0.033133748918771744,0.5355353355407715,0.1717439442873001,-0.022339526563882828;;
51.83,0,0.6821478009223938,0.4085971564054489,-0.03686172887682915,0.5386272668838501,0.17525780200958252,-0.020743975415825844;;
52.361,0,0.6837880909442902,0.42526383697986603,-0.03821850195527077,0.539365291595459,0.17746898531913757,-0.018022069707512856;;
52.882,0,0.35100629925727844,0.37183985114097595,-0.03659149445593357,0.5403406023979187,0.17474687099456787,-0.02298404648900032;;
53.416,0,0.37671172618865967,0.42623549699783325,-0.054623041301965714,0.5404199957847595,0.1693655550479889,-0.022862333804368973;;
53.916,0,0.665718674659729,0.44414983689785004,-0.042942315340042114,0.5337428450584412,0.17207452654838562,-0.017574043944478035;;
54.424,0,0.3613419681787491,0.7421500980854034,-0.058130597695708275,0.5328998565673828,0.17017120122909546,-0.024274131283164024;;
54.937,0,0.25123896449804306,0.6118210852146149,-0.03781734220683575,0.5258677005767822,0.1714349389076233,-0.02275504544377327;;
55.443,0,0.23639274388551712,0.5353768765926361,-0.03467460162937641,0.5244365930557251,0.17370140552520752,-0.023208508267998695;;
55.952,0,0.40021665394306183,0.5752975046634674,-0.011862021870911121,0.5430665016174316,0.1722247302532196,-0.02663998119533062;;
56.476,0,0.6281468570232391,0.46099063754081726,-0.062121644616127014,0.5742285847663879,0.17919394373893738,-0.021091585978865623;;
56.981,0,0.5679868459701538,0.6821008920669556,-0.04746868275105953,0.5915261507034302,0.17211219668388367,-0.020812634378671646;;
57.516,0,0.4220612794160843,0.5273350477218628,-0.059456152841448784,0.5565527677536011,0.17368599772453308,-0.026374254375696182;;
58.018,0,0.4646988660097122,0.4805559366941452,-0.0687282532453537,0.5681029558181763,0.17222759127616882,-0.026412060484290123;;
58.554,0,0.7140529155731201,0.49260416626930237,-0.036606740206480026,0.5769762992858887,0.17970651388168335,-0.026429884135723114;;
59.089,0,0.7466039657592773,0.49713438749313354,-0.03535972721874714,0.5900336503982544,0.1782163381576538,-0.025883162394165993;;
59.62,0,0.46793757379055023,0.4915453940629959,-0.049297746270895004,0.5795826315879822,0.17991898953914642,-0.022475823760032654;;
60.131,0,0.4392032027244568,0.5245343446731567,-0.033927155658602715,0.556766152381897,0.17430754005908966,-0.025616416707634926;;
60.654,0,0.7420983016490936,0.45577573776245117,-0.03300846181809902,0.5702215433120728,0.17570509016513824,-0.021559791639447212;;
61.154,0,0.43798740208148956,0.5525040924549103,-0.0788847915828228,0.5686405897140503,0.17999672889709473,-0.020837966352701187;;
61.675,0,0.4667506515979767,0.5011975914239883,-0.07278096303343773,0.5579141974449158,0.17603462934494019,-0.025174908339977264;;
62.177,0,0.7112042903900146,0.4456982761621475,-0.03772210329771042,0.5637105703353882,0.17716822028160095,-0.024432005360722542;;
62.702,0,0.41304759681224823,0.47304342687129974,-0.06188138946890831,0.5595725774765015,0.17775416374206543,-0.022560857236385345;;
63.25,0,0.6099271774291992,0.47314661741256714,-0.04622625187039375,0.5331993103027344,0.1782541573047638,-0.021357551217079163;;
63.777,0,0.26253630220890045,0.5036142468452454,-0.034643931314349174,0.5165058374404907,0.17676998674869537,-0.020300930365920067;;
64.318,0,0.2688995599746704,0.5126076936721802,-0.057341914623975754,0.5225414037704468,0.17530718445777893,-0.023420633748173714;;
64.83,0,0.2622833847999573,0.5012004226446152,-0.03477674163877964,0.5184823870658875,0.178725466132164,-0.019875019788742065;;
65.358,0,0.49180591106414795,0.6749249398708344,-0.0388859324157238,0.5155820846557617,0.18017052114009857,-0.01949951983988285;;
65.881,0,0.25276506692171097,0.49420265853405,-0.039978861808776855,0.5174152851104736,0.1759463995695114,-0.021836623549461365;;
66.384,0,0.5057869404554367,0.5366856753826141,-0.05331125482916832,0.5163769721984863,0.17577366530895233,-0.022407371550798416;;
66.907,0,0.23979731649160385,0.5760974586009979,-0.023882227018475533,0.5130442380905151,0.18092624843120575,-0.01655522547662258;;
67.418,0,0.27699513733386993,0.544731616973877,-0.04278132505714893,0.515343964099884,0.1770361065864563,-0.021175576373934746;;
67.943,0,0.5029256343841553,0.521362841129303,-0.047147100791335106,0.5172770023345947,0.17882533371448517,-0.020843248814344406;;
68.477,0,0.2453712895512581,0.47926291823387146,-0.02609526552259922,0.5063302516937256,0.17435848712921143,-0.02715545892715454;;
68.98,0,0.2561472952365875,0.5258634984493256,-0.04752062447369099,0.5054914355278015,0.17670859396457672,-0.024962272495031357;;
69.491,0,0.2515149340033531,0.5024791359901428,-0.038869740441441536,0.5055845975875854,0.17744788527488708,-0.024350140243768692;;
70.019,0,0.5510799288749695,0.5151483118534088,-0.04058324731886387,0.513550877571106,0.17746013402938843,-0.022346604615449905;;
70.548,0,0.6027554869651794,0.4307350367307663,-0.037161484360694885,0.5329713225364685,0.1760742962360382,-0.022995004430413246;;
71.075,0,0.3901493102312088,0.44219525158405304,-0.048621753230690956,0.533988893032074,0.17576046288013458,-0.026435846462845802;;
71.592,0,0.3657725304365158,0.38273848593235016,-0.04702359065413475,0.5247601270675659,0.17646530270576477,-0.024923579767346382;;
72.097,0,0.579054594039917,0.41782623529434204,-0.03516250103712082,0.5171747207641602,0.17078910768032074,-0.025662805885076523;;
72.623,0,0.641106367111206,0.3619641065597534,-0.03631470911204815,0.5217060446739197,0.1685328483581543,-0.027359453961253166;;
73.143,0,0.6540295779705048,0.37821027636528015,-0.043381666764616966,0.5317607522010803,0.17668801546096802,-0.022622764110565186;;
73.672,0,0.3694778233766556,0.4055446684360504,-0.04291463457047939,0.5308732986450195,0.1664653718471527,-0.025380432605743408;;
74.179,0,0.3669615238904953,0.3841269016265869,-0.0446351058781147,0.5295254588127136,0.16021762788295746,-0.02782619744539261;;
74.723,0,0.3554382622241974,0.456718847155571,-0.0446036197245121,0.5245465040206909,0.17339950799942017,-0.024012258276343346;;
75.242,0,0.3675723969936371,0.5135641396045685,-0.05244937725365162,0.5207889080047607,0.17122827470302582,-0.024515118449926376;;
75.781,0,0.6170507967472076,0.48016154766082764,-0.039952268823981285,0.5284177660942078,0.17109724879264832,-0.02718912996351719;;
76.319,0,0.6044293940067291,0.42946213483810425,-0.05103405378758907,0.5263293981552124,0.1681918501853943,-0.027802227064967155;;
76.832,0,0.5990630090236664,0.47570180892944336,-0.048072151839733124,0.5281261205673218,0.17258742451667786,-0.025306258350610733;;
77.373,0,0.3781588077545166,0.4552524834871292,-0.06279264949262142,0.5230313539505005,0.1693991720676422,-0.02503817342221737;;
77.903,0,0.3435703217983246,0.5255701243877411,-0.04002404399216175,0.5249328017234802,0.1686304211616516,-0.025837784633040428;;
78.409,0,0.6007773280143738,0.5512026846408844,-0.04995841905474663,0.5221426486968994,0.17610347270965576,-0.023675037547945976;;
78.936,0,0.3021242469549179,0.46733272075653076,-0.03600716404616833,0.5223602056503296,0.17379631102085114,-0.023886404931545258;;
79.456,0,0.6757906079292297,0.5147539973258972,-0.03967590630054474,0.5299301147460938,0.17304053902626038,-0.02480967715382576;;
79.968,0,0.6448290348052979,0.5097404718399048,-0.04900669865310192,0.5355203747749329,0.1751967817544937,-0.023268889635801315;;
80.495,0,0.5978486239910126,0.5250056982040405,-0.03603081777691841,0.5283222794532776,0.17708930373191833,-0.023312395438551903;;
81.013,0,0.3301270008087158,0.552430272102356,-0.03761361911892891,0.5160002112388611,0.1822196990251541,-0.02280411869287491;;
81.692,0,0.34372031688690186,0.44512611627578735,-0.046618178486824036,0.5322703123092651,0.17533838748931885,-0.02469603158533573;;
82.218,0,0.3604371249675751,0.4632851183414459,-0.04275169223546982,0.5357241034507751,0.16653580963611603,-0.025071684271097183;;
82.72,0,0.3514021188020706,0.5056592226028442,-0.048581719398498535,0.5246504545211792,0.1536225825548172,-0.026314981281757355;;
83.242,0,0.3812112659215927,0.5225004851818085,-0.04053816571831703,0.536417543888092,0.14872267842292786,-0.025258146226406097;;
84.269,0,0.7704674303531647,0.47713905572891235,-0.043393440544605255,0.558883011341095,0.161861851811409,-0.0268867164850235;;
84.79,0,0.6625160276889801,0.4297782927751541,-0.03833097964525223,0.5445842146873474,0.16070561110973358,-0.028811965137720108;;
85.304,0,0.6655393838882446,0.45559635758399963,-0.03747945837676525,0.5333311557769775,0.15254704654216766,-0.026056144386529922;;
85.831,0,0.37870338559150696,0.5177695453166962,-0.04646024852991104,0.526259183883667,0.1518094837665558,-0.024392656981945038;;
86.334,0,0.3498193621635437,0.5530804395675659,-0.029863937757909298,0.5275706648826599,0.15968328714370728,-0.026065459474921227;;
86.848,0,0.26649440824985504,0.5421497821807861,-0.038741858676075935,0.48874431848526,0.16769331693649292,-0.024775439873337746;;
87.496,0,0.5456148386001587,0.5576555132865906,-0.025745284743607044,0.4845038950443268,0.1701294183731079,-0.025807896628975868;;
88.009,0,0.375283882021904,0.4493080675601959,-0.04786638356745243,0.5283991098403931,0.15754732489585876,-0.030387304723262787;;
88.511,0,0.3977041244506836,0.41426175832748413,-0.050798600539565086,0.5500708222389221,0.15764173865318298,-0.029627451673150063;;
89.014,0,0.3859183192253113,0.4819936901330948,-0.04295895807445049,0.5474827289581299,0.16084706783294678,-0.026898514479398727;;
90.046,0,0.761525422334671,0.4748355448246002,-0.03478414751589298,0.547918975353241,0.1626942753791809,-0.024639777839183807;;
90.547,0,0.6886024475097656,0.422775074839592,-0.038783201947808266,0.5425195097923279,0.16491854190826416,-0.025316458195447922;;
91.07,0,0.3819591552019119,0.4868025481700897,-0.05085400491952896,0.5297679901123047,0.16348698735237122,-0.024103699252009392;;
91.606,0,0.3636389225721359,0.4986543655395508,-0.04562426544725895,0.51967853307724,0.1567716747522354,-0.024423247203230858;;
92.139,0,0.34360790252685547,0.5443457663059235,-0.03622271865606308,0.5212953686714172,0.16026699542999268,-0.02555062435567379;;
92.651,0,0.4253072440624237,0.6281284689903259,-0.050154075026512146,0.4643244743347168,0.17247003316879272,-0.025831693783402443;;
93.184,0,0.18824929744005203,0.69149249792099,-0.010087737813591957,0.3964023292064667,0.2010771930217743,-0.027195602655410767;;
93.693,0,0.2014910653233528,0.6814517080783844,-0.0141900978051126,0.37288206815719604,0.20600533485412598,-0.026420706883072853;;
94.227,0,0.20647667348384857,0.6710525453090668,-0.020922462455928326,0.3853233754634857,0.20083487033843994,-0.023537863045930862;;
94.748,0,0.4248400777578354,0.6726503670215607,-0.027385182678699493,0.4106668531894684,0.187636137008667,-0.022834425792098045;;
95.273,0,0.5540425181388855,0.5846034586429596,-0.043639807030558586,,,;;
95.777,0,0.5943077206611633,0.7638266980648041,-0.031008240766823292,,,;;
96.293,0,0.8339624106884003,0.5461036264896393,-0.025741909630596638,,,;;
96.82,0,0.8424309194087982,0.5590642392635345,-0.02727981749922037,,,;;
97.348,0,0.6064899563789368,0.5320062339305878,-0.03986537083983421,,,;;
97.859,0,0.47094765305519104,0.6354390382766724,-0.021706334315240383,,,;;
98.735,0,0.1397300288081169,0.7696783244609833,-0.017568844370543957,0.45104604959487915,0.3291418254375458,0.0015323166735470295;;
99.261,0,0.17457806318998337,0.723334938287735,-0.024124189279973507,0.45519277453422546,0.3289354145526886,0.0034804281312972307;;
100.426,0,0.22362761199474335,0.7406860291957855,-0.05041858181357384,0.4630073010921478,0.3178945779800415,-0.0007997286738827825;;
100.937,0,0.2197040244936943,0.7645083069801331,-0.035236792638897896,0.46284085512161255,0.3175327479839325,-0.0026488518342375755;;
101.718,0,0.14676304161548615,0.7355373203754425,-0.03436041250824928,0.4651060104370117,0.3176940977573395,-0.003596500726416707;;
102.362,0,0.2242027446627617,0.7080817818641663,-0.04416479356586933,0.46330031752586365,0.31974127888679504,-0.005397905129939318;;
102.882,0,0.245294027030468,0.6996401250362396,-0.04852832667529583,0.46344900131225586,0.3185920715332031,-0.004231039434671402;;
103.388,0,0.25704315304756165,0.6797595620155334,-0.02987055853009224,0.47747939825057983,0.29313576221466064,-0.004147818777710199;;
103.896,0,0.32426826655864716,0.439272478222847,-0.05033811368048191,0.526270866394043,0.17171165347099304,-0.023872490972280502;;
104.43,0,0.307394802570343,0.483594611287117,-0.040064433589577675,0.5291825532913208,0.17809322476387024,-0.023294834420084953;;
104.939,0,0.5944666862487793,0.4260125160217285,-0.044718388468027115,0.510596513748169,0.17078383266925812,-0.023267947137355804;;
105.474,0,0.3149260878562927,0.5558212101459503,-0.05043072625994682,0.5266027450561523,0.16688597202301025,-0.024427108466625214;;
105.985,0,0.33251336216926575,0.456390842795372,-0.043804556131362915,0.5271871089935303,0.1682310402393341,-0.02360256016254425;;
106.486,0,0.6172521412372589,0.4920131713151932,-0.04792129807174206,0.521324634552002,0.16985991597175598,-0.02318495512008667;;
107.003,0,0.6239352524280548,0.5427943170070648,-0.050750210881233215,0.5352264642715454,0.16982358694076538,-0.024141117930412292;;
107.53,0,0.3186684846878052,0.43710023164749146,-0.042688678950071335,0.5255531668663025,0.17357954382896423,-0.021805575117468834;;
108.04,0,0.6206168830394745,0.3169044405221939,-0.03353783115744591,0.5191253423690796,0.1669677197933197,-0.024671493098139763;;
108.55,0,0.2812197655439377,0.39862918853759766,-0.04403286054730415,0.5222491025924683,0.17129486799240112,-0.02514721266925335;;
109.054,0,0.2880319505929947,0.4460601955652237,-0.041548795998096466,0.5157001614570618,0.1694120168685913,-0.023408520966768265;;
109.589,0,0.6272388994693756,0.41371580958366394,-0.040505651384592056,0.521251380443573,0.1733592450618744,-0.022295305505394936;;
110.097,0,0.3598407357931137,0.41045066714286804,-0.05654538422822952,0.5355390906333923,0.1689809411764145,-0.02779553271830082;;
110.623,0,0.32139070332050323,0.5574721395969391,-0.04151035100221634,0.5276522040367126,0.16903023421764374,-0.024384085088968277;;
111.153,0,0.19009069353342056,0.46467433869838715,-0.022820500656962395,0.5233020186424255,0.16530121862888336,-0.030346792191267014;;
111.666,0,0.2903153747320175,0.4912012815475464,-0.03443039767444134,0.5297672152519226,0.1698349416255951,-0.023097433149814606;;
112.184,0,0.24946170300245285,0.49537739157676697,-0.034588735550642014,0.5192843675613403,0.17257069051265717,-0.019095877185463905;;
112.711,0,0.658036857843399,0.4375351816415787,-0.044927459210157394,0.5357584357261658,0.17362718284130096,-0.023772286251187325;;
113.212,0,0.32204219698905945,0.40164579451084137,-0.039989545941352844,0.5356154441833496,0.16955655813217163,-0.023903101682662964;;
113.743,0,0.7422900199890137,0.3566555678844452,-0.03184184804558754,0.5253584384918213,0.1762579083442688,-0.019699005410075188;;
114.263,0,0.3090006411075592,0.4996676445007324,-0.03281042352318764,0.5260046720504761,0.16956324875354767,-0.0244977455586195;;
114.784,0,0.6814148128032684,0.4110401123762131,-0.0378384105861187,0.5233727693557739,0.1718617081642151,-0.02116534486413002;;
115.294,0,0.6815017461776733,0.4256046563386917,-0.03709721006453037,0.5199710726737976,0.16986535489559174,-0.02176581881940365;;
115.816,0,0.673210859298706,0.4714333564043045,-0.032615210860967636,0.53945392370224,0.17104235291481018,-0.024129530414938927;;
116.324,0,0.6822868585586548,0.5612214505672455,-0.05695141851902008,0.5345636606216431,0.16858474910259247,-0.0267022754997015;;
116.837,0,0.6767658591270447,0.4731832295656204,-0.03561118058860302,0.5337410569190979,0.1710408478975296,-0.025436347350478172;;
117.356,0,0.35805240273475647,0.4590023010969162,-0.04197446256875992,0.536239504814148,0.17005655169487,-0.02647930011153221;;
117.86,0,0.3509913384914398,0.48950618505477905,-0.05151141807436943,0.5309944748878479,0.17285603284835815,-0.024946268647909164;;
118.385,0,0.7241331338882446,0.33067546784877777,-0.03659881465137005,0.5408484935760498,0.17267751693725586,-0.02541484497487545;;
118.912,0,0.3893272876739502,0.49011264741420746,-0.053506165742874146,0.5353896617889404,0.16713690757751465,-0.026440756395459175;;
119.413,0,0.3896416574716568,0.4713422805070877,-0.026207387447357178,0.5393204092979431,0.16802054643630981,-0.025462891906499863;;
119.917,0,0.7225733995437622,0.4567846208810806,-0.034803640097379684,0.5499129891395569,0.17336085438728333,-0.024829821661114693;;
120.453,0,0.3894055336713791,0.4755871444940567,-0.040893059223890305,0.5394713282585144,0.17308852076530457,-0.02631285786628723;;
120.96,0,0.7747178077697754,0.3963375389575958,-0.036208514124155045,0.5322784185409546,0.1726243942975998,-0.024425912648439407;;
121.483,0,0.45414498448371887,0.7342419922351837,-0.05238501541316509,0.5417464971542358,0.17201396822929382,-0.024114517495036125;;
121.993,0,0.4287068694829941,0.39951926469802856,-0.07587789744138718,0.5430818200111389,0.17381376028060913,-0.023964637890458107;;
122.594,0,0.42626772820949554,0.7220650613307953,-0.04388247802853584,0.5462083220481873,0.17417362332344055,-0.02559540420770645;;
123.121,0,0.3898193836212158,0.4066295772790909,-0.05779454484581947,0.5407898426055908,0.171324223279953,-0.024802614003419876;;
123.63,0,0.6849256157875061,0.4475911259651184,-0.03562430664896965,0.5368368625640869,0.173252135515213,-0.023615015670657158;;
124.134,0,0.624051034450531,0.44767680764198303,-0.04056774079799652,0.5318920016288757,0.16975757479667664,-0.02515261434018612;;
124.665,0,0.3522101044654846,0.4506794810295105,-0.03627612814307213,0.5184871554374695,0.17320765554904938,-0.021387312561273575;;
125.18,0,0.5868231654167175,0.5015845447778702,-0.04633719101548195,0.5250665545463562,0.16929106414318085,-0.02498897910118103;;
125.706,0,0.34335607290267944,0.5088855624198914,-0.044653210788965225,0.5157113671302795,0.17242440581321716,-0.026204196736216545;;
126.214,0,0.5866917669773102,0.4873965084552765,-0.04930225387215614,0.5322898626327515,0.17362815141677856,-0.026194021105766296;;
126.798,0,0.5798801183700562,0.5959441363811493,-0.04187389276921749,0.5268967747688293,0.17377811670303345,-0.023527175188064575;;
127.309,0,0.335110068321228,0.4421120285987854,-0.03903224319219589,0.5169969797134399,0.17378757894039154,-0.023757783696055412;;
127.921,0,0.3021409511566162,0.5424929857254028,-0.041219012811779976,0.5242148041725159,0.16720518469810486,-0.02973851189017296;;
128.433,0,0.35757027566432953,0.48923148214817047,-0.0421788077801466,0.5318161845207214,0.1637788712978363,-0.027128025889396667;;
128.961,0,0.3408306986093521,0.5428468585014343,-0.0420577097684145,0.5269573926925659,0.15808668732643127,-0.025070548057556152;;
129.489,0,0.3166234791278839,0.49631914496421814,-0.022444223053753376,0.5309576392173767,0.15307381749153137,-0.025669928640127182;;
130.017,0,0.3590110093355179,0.5580832064151764,-0.03712711110711098,0.5487611889839172,0.15602460503578186,-0.027303623035550117;;
130.654,0,0.7980626821517944,0.36593955755233765,-0.039817819371819496,0.5585256814956665,0.15191805362701416,-0.026868022978305817;;
131.164,0,0.37632952630519867,0.5210537612438202,-0.04969625361263752,0.5420656204223633,0.14880138635635376,-0.026523131877183914;;
131.692,0,0.6915262341499329,0.5076421499252319,-0.038986459374427795,0.537679135799408,0.1489904373884201,-0.026784757152199745;;
132.21,0,0.36163531243801117,0.5465851724147797,-0.04362131841480732,0.5416963696479797,0.15079371631145477,-0.02716306783258915;;
132.712,0,0.6205315291881561,0.551867812871933,-0.05140257254242897,0.5256218314170837,0.15502643585205078,-0.025654194876551628;;
133.242,0,0.5791637599468231,0.6348086893558502,-0.040998948737978935,0.5016905665397644,0.16098196804523468,-0.02344498038291931;;
133.751,0,0.3183687776327133,0.5362382233142853,-0.055685074999928474,0.5149236917495728,0.15954452753067017,-0.026503458619117737;;
134.28,0,0.3643985986709595,0.4878416955471039,-0.05025934427976608,0.539557933807373,0.15867209434509277,-0.02867935039103031;;
134.78,0,0.37842267751693726,0.49641241133213043,-0.048554714769124985,0.5439690351486206,0.15376216173171997,-0.029233548790216446;;
