time_sec,chin_x,chin_y,chin_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
65.25,0.5404961705207825,0.43845289945602417,0.02168297953903675,,,,0.7734814286231995,0.8819150924682617,3.1576766446050897e-07
65.8,0.5388794541358948,0.4354063868522644,0.013094615191221237,0.7576144933700562,0.914104700088501,-9.540622158965562e-08,0.24475601315498352,0.7359371185302734,2.201688147351888e-07
66.3,0.5371229648590088,0.4321559965610504,0.007485418114811182,,,,0.8551551699638367,0.8613570928573608,4.51337626827808e-07
66.81,0.5338461399078369,0.43086403608322144,0.010159078054130077,0.2328891158103943,0.7625513672828674,1.4373948431511963e-07,,,
67.32,0.5314285755157471,0.43633216619491577,0.006827493663877249,,,,,,
67.83,0.5327008366584778,0.43367767333984375,0.010124186985194683,0.23883642256259918,0.7945570349693298,1.6312020534314797e-07,,,
68.33,0.5228745341300964,0.4434773623943329,0.006817975081503391,,,,0.6771941184997559,0.9438299536705017,3.099941920936544e-07
68.86,0.5402132272720337,0.4411849081516266,0.012431391514837742,,,,0.8425185680389404,0.8749206066131592,6.733165580641298e-09
69.36,0.5329412221908569,0.43439292907714844,0.010434313677251339,,,,,,
69.88,0.5355989336967468,0.42720741033554077,0.005801760125905275,,,,0.8444423675537109,0.7966930270195007,6.091406135055877e-07
70.43,0.5272462368011475,0.439441442489624,0.011829402297735214,,,,0.7021626234054565,0.9258806705474854,2.770860021428234e-07
70.95,0.5217834115028381,0.4400131106376648,0.01306796632707119,,,,,,
71.46,0.5384396910667419,0.4352343678474426,0.014686786569654942,,,,0.8239774703979492,0.8832133412361145,3.6365264577398193e-07
71.98,0.5327480435371399,0.4340532422065735,0.01065057422965765,,,,,,
72.5,0.5323286652565002,0.434935599565506,0.013231282122433186,0.23197999596595764,0.768436074256897,2.3250443792477427e-09,,,
73.03,0.5394980311393738,0.4393751621246338,0.015202764421701431,,,,0.8301307559013367,0.8911576867103577,2.6025043098343303e-07
73.54,0.5346264243125916,0.4365633726119995,0.01131032407283783,,,,,,
74.07,0.522197425365448,0.43536388874053955,0.011085651814937592,0.18197140097618103,0.7402499318122864,7.437717552960521e-09,0.678091287612915,0.951301634311676,2.1925137616563006e-07
74.58,0.5327081084251404,0.4431380033493042,0.014511422254145145,,,,,,
75.09,0.5355344414710999,0.4353739023208618,0.00823393277823925,,,,0.8554316759109497,0.8586339354515076,4.404288063142303e-07
75.64,0.5285407900810242,0.43287596106529236,0.007846794091165066,,,,,,
76.15,0.45778071880340576,0.4194585084915161,4.9278209189651534e-05,,,,0.5184597373008728,0.932944118976593,2.837937529420742e-07
76.67,0.33595165610313416,0.43949729204177856,0.012297004461288452,,,,0.36856430768966675,0.9205428957939148,2.5592512997718586e-07
77.18,0.2858034074306488,0.45607173442840576,0.0036373657640069723,,,,0.3431888520717621,0.9084108471870422,4.2504453290348465e-07
77.69,0.27326416969299316,0.4662320911884308,0.006852095015347004,,,,0.304393470287323,0.9156681299209595,4.259511285908957e-07
78.2,0.27824339270591736,0.46502745151519775,0.007286501582711935,,,,,,
78.7,0.31251344084739685,0.46120965480804443,0.013710159808397293,,,,0.5235354900360107,0.9335439205169678,1.3012559918479383e-07
79.23,,,,,,,,,
79.75,0.7127286195755005,0.5098055005073547,0.012871808372437954,0.44551143050193787,0.8360459208488464,2.9503067366931646e-07,,,
80.27,0.7636798620223999,0.5421403646469116,0.00704940315335989,0.44129106402397156,0.7662620544433594,9.765810204953596e-08,,,
80.78,0.7583165168762207,0.5527986884117126,0.016682367771863937,0.422909677028656,0.7548092603683472,1.1560842239077829e-07,,,
81.29,0.7667045593261719,0.5645532011985779,0.01236830186098814,0.4313691258430481,0.8225171566009521,6.929640505859425e-08,,,
81.81,,,,,,,,,
82.33,,,,,,,,,
82.86,,,,,,,,,
83.37,,,,,,,,,
83.91,,,,,,,,,
84.42,,,,,,,,,
84.95,,,,,,,,,
85.5,,,,,,,,,
86.02,,,,,,,,,
86.55,,,,,,,,,
87.06,,,,,,,,,
87.58,0.5602657198905945,0.4433406889438629,-0.006115736905485392,0.25842440128326416,0.7864581346511841,1.0180133358517196e-07,,,
88.09,0.5258909463882446,0.40103545784950256,0.008960748091340065,0.2196791023015976,0.7039737701416016,7.020259573664589e-08,0.7628566026687622,0.9241434931755066,1.0995766785981687e-07
88.63,0.5210716128349304,0.4164459705352783,0.009093357250094414,,,,0.8355604410171509,0.9265500903129578,8.298324871702789e-08
89.17,0.5010768175125122,0.4157570004463196,0.010504134930670261,,,,,,
89.67,0.5085275769233704,0.4248618185520172,0.015139357186853886,0.14511346817016602,0.7789307236671448,1.1469440153177857e-07,,,
90.21,0.5123686194419861,0.4309084713459015,0.018204404041171074,0.139939084649086,0.7780968546867371,3.380439395073154e-08,,,
90.73,0.5097389817237854,0.43561089038848877,0.01456202007830143,,,,,,
91.23,0.5129790306091309,0.43858182430267334,0.021397976204752922,,,,,,
91.78,0.5120445489883423,0.4238441586494446,0.010724158957600594,0.17707572877407074,0.7231411337852478,6.793317908204699e-08,,,
92.3,0.5086443424224854,0.42479294538497925,0.009513691067695618,,,,0.7277334928512573,0.9301333427429199,2.985705975788733e-07
92.84,0.5245490670204163,0.43529456853866577,0.012878376059234142,,,,0.7705764770507812,0.8975378274917603,3.0867494160702336e-07
93.37,0.5180502533912659,0.43662965297698975,0.02209252491593361,,,,,,
93.89,0.506985604763031,0.43582865595817566,0.011108470149338245,,,,,,
94.43,0.5124022960662842,0.43810322880744934,0.011749308556318283,,,,0.7976205348968506,0.9367152452468872,2.1911310099653747e-08
94.96,0.5153290629386902,0.44040238857269287,0.01891656592488289,,,,0.7591042518615723,0.9164013862609863,1.784285501571503e-07
95.5,0.505078911781311,0.4420360326766968,0.014560146257281303,0.2266635000705719,0.7721214294433594,1.6467764396566054e-07,,,
96.02,0.5102895498275757,0.4416027367115021,0.01299398485571146,,,,,,
96.57,0.5058427453041077,0.44466134905815125,0.015836935490369797,,,,0.740827739238739,0.9291673898696899,2.660597431258793e-07
97.08,0.5273908972740173,0.4316213130950928,0.013583401218056679,0.2475919872522354,0.7478776574134827,1.7435726817893737e-07,0.8397734761238098,0.8155346512794495,4.063224707806512e-07
97.59,0.5312294363975525,0.4388408660888672,0.013204735703766346,,,,0.7448616027832031,0.8811094760894775,2.729508139509562e-07
98.11,0.5014735460281372,0.4372403025627136,0.009396689012646675,,,,0.47359132766723633,0.9715310335159302,2.9598504625028e-07
98.66,0.5265381336212158,0.4375215470790863,0.016192765906453133,,,,,,
99.19,0.5282933115959167,0.4380341172218323,0.01100196037441492,,,,,,
99.72,0.5296987295150757,0.4326286315917969,0.013117080554366112,,,,0.8062890768051147,0.88805091381073,9.280729074134797e-08
100.23,0.53029465675354,0.43683576583862305,0.011350824497640133,0.19632762670516968,0.747538685798645,2.455079162189122e-08,0.7542861700057983,0.8518283367156982,2.780059276119573e-07
100.74,0.5294739007949829,0.43285059928894043,0.0018921727314591408,,,,,,
101.26,0.5318751931190491,0.43504273891448975,0.0010981583036482334,,,,,,
101.79,0.5289139151573181,0.4309857487678528,0.007312319241464138,,,,0.7511208057403564,0.9058569073677063,3.0965003361416166e-07
102.32,0.5172762274742126,0.43201810121536255,0.007427193224430084,0.19202901422977448,0.6975643634796143,-1.4965539207878464e-07,0.7581480741500854,0.9113847017288208,1.8590982620025898e-07
102.84,0.5219837427139282,0.4404926002025604,0.008880332112312317,,,,,,
103.36,0.5294963121414185,0.4447646737098694,0.01139606162905693,,,,0.7746472358703613,0.8499430418014526,3.0594233635383716e-07
103.87,0.5307086110115051,0.44033128023147583,0.010556655935943127,,,,0.8278034329414368,0.8691412210464478,2.086166546177992e-07
104.42,0.5299311876296997,0.44292983412742615,0.007662777788937092,,,,0.823817253112793,0.5320410132408142,-3.7936395358428854e-08
104.93,0.5236270427703857,0.4513785243034363,0.013114478439092636,,,,,,
105.47,0.528786838054657,0.45375216007232666,0.009468589909374714,,,,,,
105.98,0.5232820510864258,0.4475213587284088,0.006493191234767437,0.19965092837810516,0.7588263750076294,1.5105898398815043e-07,0.7803087830543518,0.8409047722816467,3.234557937048521e-07
106.49,0.5282166004180908,0.44206491112709045,0.011772179044783115,0.7304316163063049,0.8883025646209717,1.3447180258197022e-08,,,
106.99,0.5243392586708069,0.4429088532924652,0.01653941534459591,0.20156815648078918,0.8027114868164062,1.4532473358030984e-07,0.782517671585083,0.8916828036308289,1.6497202182108595e-07
107.53,0.5271504521369934,0.43385612964630127,0.012964884750545025,0.7663857936859131,0.8860880732536316,1.6732434460209333e-07,,,
108.07,0.5268244743347168,0.4413565397262573,0.012089598923921585,0.7147354483604431,0.8820962309837341,-2.7362568744138116e-07,,,
108.58,0.5257269144058228,0.4363269805908203,-0.004673769231885672,,,,,,
109.08,0.531009316444397,0.446081280708313,0.01571461744606495,0.8189296722412109,0.8309330940246582,1.7890486958549445e-07,0.2689281404018402,0.8204962611198425,-1.4070890008710535e-09
109.63,0.5429837107658386,0.4442078769207001,0.017756734043359756,0.3037365674972534,0.849602460861206,7.824504422160317e-08,0.7903087139129639,0.8842733502388,1.2028111484596593e-07
110.15,0.5258563160896301,0.4440733790397644,0.011802845634520054,,,,0.5504773259162903,0.9345317482948303,3.9170504351204727e-07
110.7,0.5203980803489685,0.4410642087459564,0.007251161616295576,,,,,,
111.23,0.5377014875411987,0.44947007298469543,0.01394062489271164,,,,,,
111.73,0.49975231289863586,0.45123690366744995,0.01518777571618557,,,,0.5316815376281738,0.7917128801345825,2.4122854824781825e-07
112.24,0.5146510004997253,0.4446370303630829,0.012383202090859413,,,,0.2746284306049347,0.7811850309371948,-2.2529214049882285e-07
112.74,0.5294497609138489,0.4370737075805664,0.009744522161781788,0.2919926345348358,0.8069198131561279,3.086615052438901e-08,,,
113.28,0.5361252427101135,0.43981578946113586,0.013350177556276321,,,,0.7527387738227844,0.9075770378112793,2.6120815732610936e-07
113.79,0.5369585156440735,0.45348846912384033,0.01613883674144745,0.24552558362483978,0.8405749201774597,-7.664019818776069e-08,,,
114.31,0.5368648171424866,0.4530751407146454,0.008711605332791805,0.30608025193214417,0.7263475060462952,2.572183745996881e-07,0.7256368398666382,0.751725435256958,-9.021284341770297e-08
114.82,0.5354103446006775,0.44682618975639343,0.01278283167630434,0.3148467242717743,0.7540351152420044,5.422419846468074e-08,0.6905405521392822,0.7642632722854614,-1.010541836876655e-07
115.34,0.5230710506439209,0.438238263130188,0.008716154843568802,,,,0.6818395256996155,0.8828238844871521,4.097184955753619e-07
115.87,0.5165175795555115,0.4347090423107147,0.00933977123349905,,,,0.6508459448814392,0.9266135692596436,2.348998009438219e-07
116.39,0.5032481551170349,0.4351612329483032,0.0018871254287660122,,,,0.6263129711151123,0.9186016917228699,3.5282963040117465e-07
116.94,0.48589468002319336,0.44639521837234497,0.005567098502069712,,,,0.176866352558136,0.796653687953949,-1.0149199169973144e-07
117.45,0.49503397941589355,0.44547900557518005,0.006488283630460501,,,,0.5026453137397766,0.8882648348808289,4.0109651422426396e-07
117.96,0.49875152111053467,0.4384646415710449,0.001273485948331654,,,,0.6084276437759399,0.9472828507423401,2.8423718845260737e-07
118.48,0.5268374681472778,0.4379492700099945,0.006462422665208578,0.7702206969261169,0.9008140563964844,2.081348355886803e-07,0.27934813499450684,0.774684727191925,3.6891529475724383e-07
119.02,0.5634515285491943,0.4570087790489197,0.008130920119583607,0.26196810603141785,0.8191447257995605,-1.3118302888415201e-08,0.7937203049659729,0.9142035841941833,2.19850903704355e-07
119.53,0.6112337112426758,0.4723852276802063,0.016675762832164764,0.29257503151893616,0.8490403890609741,6.774027383471548e-08,,,
120.07,0.6254053115844727,0.4804234206676483,0.02056773006916046,0.3248443901538849,0.7998597025871277,8.329421063990594e-08,0.8401273488998413,0.8901709318161011,2.577300790562731e-07
120.58,0.6065179705619812,0.46841537952423096,0.018479038029909134,0.3881634771823883,0.8324048519134521,2.426801302135573e-07,0.7023526430130005,0.8710352778434753,1.749100064785125e-08
121.09,0.5252705812454224,0.44532909989356995,0.008582107722759247,,,,0.676359236240387,0.9003420472145081,3.803161803261901e-07
121.61,0.49039095640182495,0.436759352684021,0.006159381940960884,,,,0.6606903076171875,0.9060854315757751,4.012691192656348e-07
122.16,0.49958252906799316,0.43360692262649536,0.012439854443073273,,,,0.6438382863998413,0.9321886301040649,3.1153777513281966e-07
122.68,0.5270386338233948,0.43499240279197693,0.006589517462998629,0.2122437059879303,0.7901381254196167,-8.633171688643415e-08,,,
123.22,0.5285732746124268,0.4215629994869232,-0.0013574121985584497,,,,0.6971863508224487,0.849378228187561,7.379325239753598e-08
123.73,0.5292384028434753,0.41493093967437744,0.007524707354605198,0.7439042329788208,0.884832501411438,-1.9480285118333995e-07,,,
124.24,0.5181034803390503,0.39786696434020996,-0.007314834278076887,,,,,,
124.76,0.5126162171363831,0.3629474341869354,-0.0363716296851635,,,,,,
125.28,0.5247743129730225,0.3453975021839142,-0.051620226353406906,,,,,,
